Participant_IMD,Contact_IMD,Participant_age_group,Contact_age_group,mean,lower,upper
1,4,18-25,50-69,0.15466191677265287,0.10247991694434216,0.21863406089779316
1,4,18-25,70-79,0.059702737470607385,0.029844419776973857,0.10329125873085064
1,4,18-25,80+,0.022094732621702223,0.00460829493240039,0.048910125389851976
1,4,26-34,0-4,0.06853623043723195,0.038965582826523175,0.11082949301077236
1,4,26-34,12-17,0.05657615827457303,0.03522179212308298,0.08137557430048177
1,4,26-34,18-25,0.16836316707234109,0.12651864020135611,0.21561123035181803
1,4,26-34,26-34,0.2876886088701669,0.22563631475130436,0.35240291541760815
1,4,26-34,35-49,0.23390167436308737,0.1844967361519068,0.2853462916186462
1,4,26-34,5-11,0.08178856592901498,0.05478966710257857,0.11177421023014558
1,4,26-34,50-69,0.18779608418523336,0.1420576821156312,0.23902315133357252
1,4,26-34,70-79,0.03622536368116003,0.018218160870023675,0.05844483716622297
1,4,26-34,80+,0.009492509317783619,0,0.024416565816778656
1,4,35-49,0-4,0.04864362203343888,0.028040570703229628,0.07572535507605126
1,4,35-49,12-17,0.06600935558705641,0.045475045034742353,0.09286169591011555
1,4,35-49,18-25,0.09895002428402577,0.07076692270427175,0.1299492539663865
1,4,35-49,26-34,0.15104765320294003,0.11636295234875728,0.18742277242760566
1,4,35-49,35-49,0.2663662268569126,0.21832321009445912,0.3219393964151083
1,4,35-49,5-11,0.07419770817733691,0.051875866183347094,0.09787207292388476
1,4,35-49,50-69,0.23053570240125093,0.18160051694977233,0.28144722777449455
1,4,35-49,70-79,0.05926676029027997,0.03221385447149719,0.09144793782833041
1,4,35-49,80+,0.014605572198159557,0.0039891147941434665,0.031162218206856822
1,4,5-11,0-4,0.11838171342868908,0.07682612073866242,0.16687698663814507
1,4,5-11,12-17,0.13539285990660926,0.09137678610762538,0.19215214857984927
1,4,5-11,18-25,0.10676577235246192,0.05896774653574259,0.16902048637596398
1,4,5-11,26-34,0.13604989089640165,0.09263068075180622,0.1939838888534286
1,4,5-11,35-49,0.1530107770620064,0.11017816554796415,0.20102070064264843
1,4,5-11,5-11,0.6040708607237331,0.46577139368365705,0.7573943858395487
1,4,5-11,50-69,0.11890711960321512,0.07490206628112142,0.1712181433810623
1,4,5-11,70-79,0.03868540275990253,0.016302948088743576,0.06695458949252557
1,4,5-11,80+,0.009935688216120902,0,0.0266221313718155
1,4,50-69,0-4,0.031723532774562295,0.015934038118023873,0.05322387172258193
1,4,50-69,12-17,0.033488453968234855,0.019412912019037963,0.0525912868284275
1,4,50-69,18-25,0.06620166498471243,0.040484013759396496,0.10210456969332878
1,4,50-69,26-34,0.12838723612648753,0.08985580579513328,0.17319694397027402
1,4,50-69,35-49,0.20728876671516533,0.16350071590563806,0.2599258704844443
1,4,50-69,5-11,0.03728960551199293,0.021828855653258285,0.057300757582014666
1,4,50-69,50-69,0.24416604304627582,0.19684221878154332,0.29638090195878813
1,4,50-69,70-79,0.06556232282731535,0.041222798898620586,0.09704471748346642
1,4,50-69,80+,0.03625744303679629,0.016425127465245073,0.06311848552477664
1,4,70-79,0-4,0.017287212574569243,0,0.043945854751291764
1,4,70-79,12-17,0.033071393691306024,0.006747574338058524,0.07518420724328222
1,4,70-79,18-25,0.04753374957990331,0.013361704668070106,0.10451438169075962
1,4,70-79,26-34,0.05549137369477425,0.01750915251195887,0.10227821969242659
1,4,70-79,35-49,0.10860892815409057,0.05290160978043912,0.17596668707379
1,4,70-79,5-11,0.038028975563628484,0.008372444252955224,0.0806464053379932
1,4,70-79,50-69,0.15997281703428126,0.09652964459259171,0.23468348221202232
1,4,70-79,70-79,0.16433797735180797,0.09382082802944829,0.261442955589953
1,4,70-79,80+,0.08274394135737131,0.025195570046363386,0.1670907010466241
1,4,80+,0-4,0.015305599868433988,0,0.0909106273528295
1,4,80+,12-17,0.014764315800194315,0,0.06364597446107058
1,4,80+,18-25,0.07115436207063125,0,0.22657976079962946
1,4,80+,26-34,0.06747909687415309,0.0074082209744713145,0.20162764163571364
1,4,80+,35-49,0.15497986422006435,0.018339753899434853,0.4398300515361116
1,4,80+,5-11,0.015399774483768804,0,0.0656395965735688
1,4,80+,50-69,0.20738889902587354,0.06606367498897991,0.44779566086752426
1,4,80+,70-79,0.13817249887352465,0.025745824336640483,0.31127664632486773
1,4,80+,80+,0.1255436707913656,0,0.2900817233644605
1,5,0-4,0-4,0.18110794946269282,0.09886158308536672,0.27887689135965477
1,5,0-4,12-17,0.06803879997289529,0.034000848172038946,0.10897151609336266
1,5,0-4,18-25,0.09124471233019582,0.03314815948454122,0.16746932854316285
1,5,0-4,26-34,0.12806030920123598,0.06581805905276691,0.2120438549527055
1,5,0-4,35-49,0.199174851494745,0.11534392434557386,0.29949514536692323
1,5,0-4,5-11,0.2343585314808628,0.1531232356731626,0.31868645381706484
1,5,0-4,50-69,0.175608583027242,0.08695238540485946,0.2929664504217661
1,5,0-4,70-79,0.022242597469503318,0.004094399776760051,0.051645745882585144
1,5,0-4,80+,0.013605655004890575,0,0.05942392580787746
1,5,12-17,0-4,0.0375873348377327,0.018630209182905113,0.06314949873998249
1,5,12-17,12-17,0.4953519280409983,0.36424094477033103,0.6491386385646605
1,5,12-17,18-25,0.09087508517202997,0.04367633107638076,0.1536540364411175
1,5,12-17,26-34,0.06712474880815192,0.03687700119679663,0.10533345894806294
1,5,12-17,35-49,0.18329643806934565,0.12329849910282736,0.25415263875058347
1,5,12-17,5-11,0.13129124856102856,0.08758835234495209,0.1801473666043423
1,5,12-17,50-69,0.1092066101301574,0.06424580164659989,0.15920823637637563
1,5,12-17,70-79,0.029914850181611396,0.012661578839586522,0.05374118439997223
1,5,12-17,80+,0.004716093190099288,0,0.018458268269674356
1,5,18-25,0-4,0.030053378787711114,0.010605414857352016,0.05508598069375995
1,5,18-25,12-17,0.049138423087227844,0.02400705398626667,0.08165415821711518
1,5,18-25,18-25,0.2637930566789343,0.1856324487645787,0.35983066322108614
1,5,18-25,26-34,0.17924705823758003,0.13065515586457943,0.23672819248570237
